# Created on: 4/10/2024 at 11:12:56 AM (PDT) | Created by: chris@omiq.ai | Dataset: Autogating from LLC example (Luma integration output) | Workflow: Autogating Demo Workflow Template (v1) - luma integration output | URL: https://demos.omiq.ai/workflows/workflow/253084698287980/analysis/exportstats?taskId=9&parentId=4&taskType=ExportStatsTask,,,,,,,,,,,,
file,value,measure,filter,ftr (prim),ftr (sec),$CYTSN,$DATE,$OP,$PROJ,GROUPNAME,TUBENAME,USERSETTINGNAME
file02.fcs,86179,median,V500- APC-H7+,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,75683,median,V500- APC-H7-,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,73317,median,V500-APC-H7+ OR V500+APC-H7+,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,86376,median,APC+ PE-Cy7+,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,76591,median,APC+ PE-Cy7-,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,73248,median,APC- PE-Cy7+,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,72682,median,APC- PE-Cy7-,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,76236,median,FITC+ APC+,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,72657,median,FITC+ APC-,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,77291,median,FITC- APC+,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,73597,median,FITC- APC-,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,78705,median,PE+ APC+,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,72669,median,PE+ APC-,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,76754,median,PE- APC+,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,72730,median,PE- APC-,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,73229,median,V450+,SSC-W,SSC-W,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,80715,median,Unfiltered,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,80089,median,Margins,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,89435,median,FSC_singlets,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,90201,median,Leukocytes,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,14648,median,Lymphocytes,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,12928,median,V500+ APC-H7+,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,14786,median,V500+ APC-H7-,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,19169,median,V500- APC-H7+,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,15121,median,V500- APC-H7-,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,12949,median,V500-APC-H7+ OR V500+APC-H7+,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,18642,median,APC+ PE-Cy7+,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,15515,median,APC+ PE-Cy7-,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,12921,median,APC- PE-Cy7+,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,12515,median,APC- PE-Cy7-,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,15073,median,FITC+ APC+,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,12489,median,FITC+ APC-,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,15892,median,FITC- APC+,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,13252,median,FITC- APC-,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,15628,median,PE+ APC+,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,12406,median,PE+ APC-,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,15552,median,PE- APC+,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,12555,median,PE- APC-,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,12898,median,V450+,SSC-H,SSC-H,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,160,median,Unfiltered,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,159,median,Margins,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,195,median,FSC_singlets,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,199,median,Leukocytes,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,116,median,Lymphocytes,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,973,median,V500+ APC-H7+,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,178,median,V500+ APC-H7-,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,107,median,V500- APC-H7+,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,103,median,V500- APC-H7-,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,964,median,V500-APC-H7+ OR V500+APC-H7+,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,122,median,APC+ PE-Cy7+,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,190,median,APC+ PE-Cy7-,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1203,median,APC- PE-Cy7+,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1128,median,APC- PE-Cy7-,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,724,median,FITC+ APC+,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1223,median,FITC+ APC-,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,93,median,FITC- APC+,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,128,median,FITC- APC-,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,125,median,PE+ APC+,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1292,median,PE+ APC-,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,189,median,PE- APC+,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1110,median,PE- APC-,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,983,median,V450+,FITC-A,IgD BB515,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,694,median,Unfiltered,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,687,median,Margins,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1020,median,FSC_singlets,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1060,median,Leukocytes,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,40.6,median,Lymphocytes,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,56.3,median,V500+ APC-H7+,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,67.1,median,V500+ APC-H7-,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,-15.6,median,V500- APC-H7+,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,38.5,median,V500- APC-H7-,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,56,median,V500-APC-H7+ OR V500+APC-H7+,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,14.2,median,APC+ PE-Cy7+,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,41.9,median,APC+ PE-Cy7-,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,867,median,APC- PE-Cy7+,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,53.6,median,APC- PE-Cy7-,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,48.5,median,FITC+ APC+,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,62.9,median,FITC+ APC-,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,35,median,FITC- APC+,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,37.4,median,FITC- APC-,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,534,median,PE+ APC+,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,529,median,PE+ APC-,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,38.8,median,PE- APC+,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,46.7,median,PE- APC-,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,56.1,median,V450+,PE-A,CD10,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,4989,median,Unfiltered,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,4973,median,Margins,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,5833,median,FSC_singlets,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,5970,median,Leukocytes,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,54861,median,Lymphocytes,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,44867,median,V500+ APC-H7+,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,49873,median,V500+ APC-H7-,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,38937,median,V500- APC-H7+,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,57050,median,V500- APC-H7-,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,44825,median,V500-APC-H7+ OR V500+APC-H7+,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,42376,median,APC+ PE-Cy7+,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,45687,median,APC+ PE-Cy7-,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,50320,median,APC- PE-Cy7+,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,44298,median,APC- PE-Cy7-,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,49866,median,FITC+ APC+,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,45136,median,FITC+ APC-,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,43444,median,FITC- APC+,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,39243,median,FITC- APC-,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,42974,median,PE+ APC+,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,46326,median,PE+ APC-,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,45714,median,PE- APC+,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,44394,median,PE- APC-,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,44897,median,V450+,PerCP-Cy5-5-A,CD45,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,331,median,Unfiltered,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,329,median,Margins,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,418,median,FSC_singlets,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,431,median,Leukocytes,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1172,median,Lymphocytes,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1292,median,V500+ APC-H7+,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1873,median,V500+ APC-H7-,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,34966,median,V500- APC-H7+,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1139,median,V500- APC-H7-,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1298,median,V500-APC-H7+ OR V500+APC-H7+,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,31180,median,APC+ PE-Cy7+,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,694,median,APC+ PE-Cy7-,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,7643,median,APC- PE-Cy7+,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1330,median,APC- PE-Cy7-,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,656,median,FITC+ APC+,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1449,median,FITC+ APC-,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,785,median,FITC- APC+,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1014,median,FITC- APC-,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1136,median,PE+ APC+,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,4290,median,PE+ APC-,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,728,median,PE- APC+,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1266,median,PE- APC-,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,1294,median,V450+,PE-Cy7-A,CD38,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,117,median,Unfiltered,APC-A,CD27,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
file02.fcs,116,median,Margins,APC-A,CD27,U0526,27-Oct-22,q1011252,QATL_A167_27Oct2022_A3,SP123123D01,A167_WB_Heparin_Tube_2,Q2 Assay Settings
